Unique ID	Card Identifiers	Set Identifiers	Name	Pitch	Cost	Power	Defense	Health	Intelligence	Rarity	Types	Card Keywords	Abilities and Effects	Ability and Effect Keywords	Granted Keywords	Functional Text	Flavor Text	Type Text	Artists	Card Played Horizontally	Blitz Legal	CC Legal	Commoner Legal	Blitz Living Legend	CC Living Legend	Blitz Banned	CC Banned	Commoner Banned	Blitz Suspended Start	Blitz Suspended End	CC Suspended Start	CC Suspended End	Commoner Suspended Start	Commoner Suspended End	Variations	Image URLs			
nNrq9nGTTMGBgGqhfdG6T	MON296	MON	Minnowism	1	0		2			C	Generic, Action	Go again				"The next attack action card with 3 or less base {p} you play this turn gains +3{p}.

**Go again**"	Be careful who you talk down to.	Generic Action	Alief Rusdiatama																S R – MON296 – F, S R – MON296 – U	https://storage.googleapis.com/fabmaster/media/images/MON296.width-450.png - MON296 - F, https://storage.googleapis.com/fabmaster/media/images/U-MON296.width-450.png - MON296 – U			
6jbJTJq78nB8db7fRFKLB	MON297	MON	Minnowism	2	0		2			C	Generic, Action	Go again				"The next attack action card with 3 or less base {p} you play this turn gains +2{p}.

**Go again**"	Be careful who you talk down to.	Generic Action	Alief Rusdiatama																S R – MON297 – F, S R – MON297 – U	https://storage.googleapis.com/fabmaster/media/images/MON297.width-450.png - MON297 - F, https://storage.googleapis.com/fabmaster/media/images/U-MON297.width-450.png - MON297 – U			
BBznLqCMgKfkrnPqQNWWP	MON298	MON	Minnowism	3	0		2			C	Generic, Action	Go again				"The next attack action card with 3 or less base {p} you play this turn gains +1{p}.

**Go again**"	Be careful who you talk down to.	Generic Action	Alief Rusdiatama																S R – MON298 – F, S R – MON298 – U	https://storage.googleapis.com/fabmaster/media/images/MON298.width-450.png - MON298 - F, https://storage.googleapis.com/fabmaster/media/images/U-MON298.width-450.png - MON298 – U			
mcCtLHBftgdWchCbDHq6f	CHN028, MON299	CHN, MON	Warmonger’s Recital	1	1		2			C, C	Generic, Action	Go again				"The next attack action card you play this turn gains +3{p} and ""If this hits, put it on the bottom of your deck.""

**Go again**"		Generic Action	Oliver Morit																S – CHN028 – N, S R – MON299 – F, S R – MON299 – U	https://storage.googleapis.com/fabmaster/media/images/CHN028.width-450.png – CHN028 – N, https://storage.googleapis.com/fabmaster/media/images/MON299.width-450.png - MON299 - F, https://storage.googleapis.com/fabmaster/media/images/U-MON299.width-450.png - MON299 – U			
fDtR8P97zRKBhJRdQnBPK	CHN029, MON300	CHN, MON	Warmonger’s Recital	2	1		2			C, C	Generic, Action	Go again				"The next attack action card you play this turn gains +2{p} and ""If this hits, put it on the bottom of your deck.""

**Go again**"		Generic Action	Oliver Morit																S – CHN029 – N, S R – MON300 – F, S R – MON300 – U	https://storage.googleapis.com/fabmaster/media/images/CHN029.width-450.png – CHN029 – N, https://storage.googleapis.com/fabmaster/media/images/MON300.width-450.png - MON300 - F, https://storage.googleapis.com/fabmaster/media/images/U-MON300.width-450.png - MON300 – U			
d7g69FHPH7bMJbfB8bCdb	MON301	MON	Warmonger’s Recital	3	1		2			C	Generic, Action	Go again				"The next attack action card you play this turn gains +1{p} and ""If this hits, put it on the bottom of your deck.""

**Go again**"		Generic Action	Oliver Morit																S R – MON301 – F, S R – MON301 – U	https://storage.googleapis.com/fabmaster/media/images/MON301.width-450.png - MON301 - F, https://storage.googleapis.com/fabmaster/media/images/U-MON301.width-450.png - MON301 – U			
Lq89bFbdbwLjJWJcGrJdD	MON302	MON	Talisman of Dousing	2	0					C	Generic, Action, Item	Go again, Spellvoid 1				"*(Items stay in the arena until they are destroyed.)*

**Go again**

**Spellvoid 1** *(If your hero would be dealt arcane damage, you may destroy Talisman of Dousing instead. If you do, prevent 1 arcane damage that source would deal.)*"		Generic Action – Item	Dmitry Isakevitch																S R – MON302 – F, S R – MON302 – U	https://storage.googleapis.com/fabmaster/media/images/MON302.width-450.png - MON302 - F, https://storage.googleapis.com/fabmaster/media/images/U-MON302.width-450.png - MON302 – U			
LCcPHtdGQktq7PMR8wpHN	MON303	MON	Memorial Ground	1	0					C	Generic, Instant					Put target attack action card with cost 2 or less from your graveyard on top of your deck.	Memories fade, but their names remain.	Generic Instant	Dmitry Isakevitch																S R – MON303 – F, S R – MON303 – U	https://storage.googleapis.com/fabmaster/media/images/MON303.width-450.png - MON303 - F, https://storage.googleapis.com/fabmaster/media/images/U-MON303.width-450.png - MON303 – U			
DwrQ8J99kpTPPq7FCmdPm	MON304	MON	Memorial Ground	2	0					C	Generic, Instant					Put target attack action card with cost 1 or less from your graveyard on top of your deck.	Memories fade, but their names remain.	Generic Instant	Dmitry Isakevitch																S R – MON304 – F, S R – MON304 – U	https://storage.googleapis.com/fabmaster/media/images/MON304.width-450.png - MON304 - F, https://storage.googleapis.com/fabmaster/media/images/U-MON304.width-450.png - MON304 – U			
bq7CL9kbwwB8MqDPfhCHW	MON305	MON	Memorial Ground	3	0					C	Generic, Instant					Put target attack action card with cost 0 or less from your graveyard on top of your deck.	Memories fade, but their names remain.	Generic Instant	Dmitry Isakevitch																S R – MON305 – F, S R – MON305 – U	https://storage.googleapis.com/fabmaster/media/images/MON305.width-450.png - MON305 - F, https://storage.googleapis.com/fabmaster/media/images/U-MON305.width-450.png - MON305 – U			
Lz6gdcPFwDzt769bKw8fL	FAB044, BOL002	FAB, BOL	Minerva Themis				3			P, M	Warrior, Mentor	Mentor				"**Mentor** *(You may only have Minerva in your deck if your hero is young.)*

At the start of your turn, if Minerva is face down in your arsenal, you may turn her face up.

1H weapons you control have +1{p}. Whenever a weapon you control hits, put a lesson counter on Minerva. Then if there are 3 or more lesson counters on Minerva, banish her, search your deck for a **specialization** card, put it face up into your arsenal, and shuffle your deck."		Warrior Mentor	Mihail Spil-Haufter				No												R – FAB044 – N, S – BOL002 – N	https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB044.png – FAB044 – N, https://storage.googleapis.com/fabmaster/media/images/BOL002.width-450.png – BOL002 – N			
pzjnG9RpDfqbc7jnqzFcJ	FAB046, CHN002	FAB, CHN	Lord Sutcliffe				3			P, M	Runeblade, Mentor	Mentor				"**Mentor** *(You may only have Sutcliffe in your deck if your hero is young.)*

At the start of your turn, if Sutcliffe is face down in your arsenal, you may turn him face up.

Whenever you play a ‘non-attack’ action card, deal 1 arcane damage to each hero and put a lesson counter on Sutcliffe for each damage dealt this way. Then if there are 3 or more lesson counters on Sutcliffe, banish him, search your deck for a **specialization** card, put it face up into your arsenal, and shuffle your deck."		Runeblade Mentor	bimawithpencil				No												R – FAB046 – N, S – CHN002 – N	https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB046.png – FAB046 – N, https://storage.googleapis.com/fabmaster/media/images/CHN002.width-450.png – CHN002 – N			
gfNJhWJRdJRKqwTJbdPQj	FAB045, LEV002	FAB, LEV	Lady Barthimont				3			P, M	Brute, Mentor	Mentor			Dominate	"**Mentor** *(You may only have Barthimont in your deck if your hero is young.)*

At the start of your turn, if Barthimont is face down in your arsenal, you may turn her face up.

Whenever you play an attack action card, banish the top card of your deck. If the banished card has 6 or more {p}, the attack gains **dominate** and put a lesson counter on Barthimont. Then if there are 2 or more lesson counters on Barthimont, banish her, search your deck for a **specialization** card, put it face up into your arsenal, and shuffle your deck."		Brute Mentor	Carlos Cruchaga				No												R – FAB045 – N, S – LEV002 – N	https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB045.png – FAB045 – N, https://storage.googleapis.com/fabmaster/media/images/LEV002.width-450.png – LEV002 – N			
hHJDgb6NwkfpTLBBCWP9f	FAB043, PSM002	FAB, PSM	The Librarian				3			P, M	Illusionist, Mentor	Mentor				"**Mentor** *(You may only have The Librarian in your deck if your hero is young.)*

At the start of your turn, if The Librarian is face down in your arsenal, you may turn him face up.

Whenever you create a Spectral Shield token, draw a card and put a lesson counter on The Librarian. Then if there are 3 or more lesson counters on The Librarian, banish him, search your deck for a **specialization** card, put it face up into your arsenal, and shuffle your deck."		Illusionist Mentor	Federico Musetti				No												R – FAB043 – N, S – PSM002 – N	https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB043.png – FAB043 – N, https://storage.googleapis.com/fabmaster/media/images/PSM002.width-450.png – PSM002 – N			
fqpp6DmJ9PQGTDkJk6PFB	ELE000	ELE	Korshem, Crossroad of Elements		1					F	Elemental, Action, Landmark	Legendary, Go again				"**Legendary** *(You may only have 1 Korshem, Crossroads of the Elements in your deck.)*

**Go again**

Whenever a hero reveals 1 or more cards, they choose 1; Gain {r}, or gain 1{h}, or their next attack this turn gains +1{p}, or the next action card they defend with this turn gains +1{d}.

At the beginning of the end phase, if no hero has gained {r} or {h} from a card effect and no card or token controlled by a hero has had {p} or {d} increased this turn, destroy Korshem, Crossroads of the Elements."		Elemental Action – Landmark	Carlos Cruchaga	Yes			No												C – ELE000 – F, R – ELE000 – U	https://storage.googleapis.com/fabmaster/media/images/ELE000_vertical.width-450.png - ELE000 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE000.width-450.png – ELE000 – U			
wGd7Q6cMQKgnJrBT7hWKw	HER042, HER048, WIN013, ELE001	HER, HER, WIN, ELE	Oldhim, Grandfather of Eternity					40	4	P, P, P, T	Elemental, Guardian, Hero	Essence of Earth and Ice	Once per Turn Defense Reaction			"**Essence of Earth and Ice** *(You may have Earth and Ice cards in your deck.)*

**Once per Turn Defense Reaction** - {r}{r}{r}: If an Earth card is pitched this way, prevent the next 2 damage that would be dealt to Oldhim this turn. If an Ice card is pitched this way, the attacking hero puts a card from their hand on top of their deck."		Elemental Guardian Hero	Alexander Mokhov		No		No												C – HER042 – N, R – HER048 – N, G – WIN013 – N, S – ELE001 – F, S – ELE001 – U	https://storage.googleapis.com/fabmaster/media/images/HER042.width-450.png – HER042 – N, https://storage.googleapis.com/fabmaster/media/images/HER048.width-450.png – HER048 – N, https://storage.googleapis.com/fabmaster/media/images/ELE001.width-450.png – ELE001 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE001.width-450.png – ELE001 – U			
9Jhf9LWrCWFtHRWthMgJw	HER045, OLD001, ELE002	HER, OLD, ELE	Oldhim					20	4	P, R, T	Elemental, Guardian, Hero, Young	Essence of Earth and Ice	Once per Turn Defense Reaction			"**Essence of Earth and Ice** *(You may have Earth and Ice cards in your deck.)*

**Once per Turn Defense Reaction** - {r}{r}{r}: If an Earth card is pitched this way, prevent the next 2 damage that would be dealt to Oldhim this turn. If an Ice card is pitched this way, the attacking hero puts a card from their hand on top of their deck."		Elemental Guardian Hero – Young	Alexander Mokhov																C – HER045 – N, R – OLD001 – N, S – ELE002 – F, S – ELE002 – U	https://storage.googleapis.com/fabmaster/media/images/HER045.width-450.png – HER045 – N, https://storage.googleapis.com/fabmaster/media/images/OLD001.width-450.png – OLD001 – N, https://storage.googleapis.com/fabmaster/media/images/ELE002.width-450.png – ELE002 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE002.width-450.png – ELE002 – U			
fk8p7MrGDKTTJrdtmKJgn	ELE003	ELE	Winter’s Wail			4				M	Elemental, Guardian, Weapon, Hammer, 1H		Once per Turn Action	Attack		"**Once per Turn Action** - {r}{r}{r}: **Attack**

If an Ice card is pitched this way, Winter’s Wail gains ""If this hits a hero, create a Frostbite token under their control."""		Elemental Guardian Weapon – Hammer (1H)	Elizaveta Zaichikova				No												S C – ELE003 – F, S R – ELE003 – U	https://storage.googleapis.com/fabmaster/media/images/ELE003.width-450.png – ELE003 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE003.width-450.png – ELE003 – U			
9Ntfdb9Q9qR78gjthFnCW	ELE004	ELE	Endless Winter	1	4	8	3			M	Elemental, Guardian, Action, Attack	Oldhim Specialization, Ice Fusion				"**Oldhim Specialization** *(You may only have Endless Winter in your deck if your hero is Oldhim.)*

**Ice Fusion** *(As an additional cost to play Endless Winter, you may reveal an Ice card from your hand.)*

If Endless Winter was **fused**, whenever the defending hero adds a defending card to this chain link, create a Frostbite token under their control.

If Endless Winter hits a hero, until the end of their next turn, whenever they activate an ability, create a Frostbite token under their control."		Elemental Guardian Action – Attack	Marco González				No												S R – ELE004 – F, S R – ELE004 – U	https://storage.googleapis.com/fabmaster/media/images/ELE004.width-450.png – ELE004 - F, https://storage.googleapis.com/fabmaster/media/images/UELE004.width-450.png – ELE004 – U			
grwzPnDTdGgkLPz66WwKp	ELE005	ELE	Oaken Old	1	3	7	3			M	Elemental, Guardian, Action, Attack	Earth and Ice Fusion, Dominate				"**Earth and Ice Fusion** *(As an additional cost to play Oaken Old, you may reveal an Earth and an Ice card from your hand.)*

If Oaken Old was **fused**, it gains +2{p}, **dominate**, and “If this hits a hero, they put 2 random cards from their hand on the bottom of their deck in any order.”"		Elemental Guardian Action – Attack	Federico Musetti				No												S R – ELE005 – F, S R – ELE005 – U	https://storage.googleapis.com/fabmaster/media/images/ELE005.width-450.png – ELE005 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE005.width-450.png – ELE005 – U			
9JtP6wJPpmKFLfF7dQk7c	ELE006	ELE	Awakening	3	2					M	Elemental, Guardian, Instant	Earth Fusion				"**Earth Fusion** *(As an additional cost to play Awakening, you may reveal an Earth card from your hand.)*

If you have less {h} than an opposing hero, create Seismic Surge tokens equal to the difference. If Awakening was **fused**, instead create twice that many Seismic Surge tokens.

Search your deck for a Guardian attack action card with cost less than or equal to the number of Seismic Surge tokens you control, reveal it, put it into your hand, then shuffle your deck."		Elemental Guardian Instant	Nathaniel Himawan				No			2022-05-02T00:00:00.000Z	2022-05-02T00:00:00.000Z								S R – ELE006 – F, S R – ELE006 – U	https://storage.googleapis.com/fabmaster/media/images/ELE006.width-450.png – ELE006 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE006.width-450.png – ELE006 – U			
dDJpTLdm98WgLf6rhJTgR	ELE007	ELE	Biting Gale	1	2		4			R	Elemental, Guardian, Defense Reaction	Ice Fusion				"**Ice Fusion** *(As an additional cost to play Biting Gale, you may reveal an Ice card from your hand.)*

If Biting Gale was **fused**, the attacking hero discards a card unless they pay {r}{r}."	“Better to fight and fall than to live without hope.” - Valgard Hoarfrost	Elemental Guardian Defense Reaction	Rio Sabda				No												S R – ELE007 – F, S R – ELE007 – U	https://storage.googleapis.com/fabmaster/media/images/ELE007.width-450.png – ELE007 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE007.width-450.png – ELE007 – U			
7c9NzRfGBDTpzfR9rpBpr	OLD012, ELE008	OLD, ELE	Biting Gale	2	2		3			R, R	Elemental, Guardian, Defense Reaction	Ice Fusion				"**Ice Fusion** *(As an additional cost to play Biting Gale, you may reveal an Ice card from your hand.)*

If Biting Gale was **fused**, the attacking hero discards a card unless they pay {r}{r}."	“Better to fight and fall than to live without hope.” - Valgard Hoarfrost	Elemental Guardian Defense Reaction	Rio Sabda				No												S – OLD012 – N, S R – ELE008 – F, S R – ELE008 – U	https://storage.googleapis.com/fabmaster/media/images/OLD012.width-450.png – OLD012 – N, https://storage.googleapis.com/fabmaster/media/images/ELE008.width-450.png – ELE008 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE008.width-450.png – ELE008 – U			
HrjfP6JqdjbKq8jPcHBqc	ELE009	ELE	Biting Gale	3	2		2			R	Elemental, Guardian, Defense Reaction	Ice Fusion				"**Ice Fusion** *(As an additional cost to play Biting Gale, you may reveal an Ice card from your hand.)*

If Biting Gale was **fused**, the attacking hero discards a card unless they pay {r}{r}."	“Better to fight and fall than to live without hope.” - Valgard Hoarfrost	Elemental Guardian Defense Reaction	Rio Sabda				No												S R – ELE009 – F, S R – ELE009 – U	https://storage.googleapis.com/fabmaster/media/images/ELE009.width-450.png – ELE009 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE009.width-450.png – ELE009 – U			
mP9w6nzJkCmrq9Nkb8gJn	OLD019, ELE010	OLD, ELE	Turn Timber	1	2		6			R, R	Elemental, Guardian, Defense Reaction	Earth Fusion				"**Earth Fusion** *(As an additional cost to play Turn Timber, you may reveal an Earth card from your hand.)*

If Turn Timber was **fused**, it gains +2{d}."	The ancient Guardians embody the elements of Aria, drawing upon the land itself.	Elemental Guardian Defense Reaction	Ramza Ardyputra				No												S – OLD019 – N, S R – ELE010 – F, S R – ELE010 – U	https://storage.googleapis.com/fabmaster/media/images/OLD019.width-450.png – OLD019 – N, https://storage.googleapis.com/fabmaster/media/images/ELE010.width-450.png – ELE010 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE010.width-450.png – ELE010 – U			
qqHLwqkK8BhpKQbRHw7z9	ELE011	ELE	Turn Timber	2	2		5			R	Elemental, Guardian, Defense Reaction	Earth Fusion				"**Earth Fusion** *(As an additional cost to play Turn Timber, you may reveal an Earth card from your hand.)*

If Turn Timber was **fused**, it gains +2{d}."	The ancient Guardians embody the elements of Aria, drawing upon the land itself.	Elemental Guardian Defense Reaction	Ramza Ardyputra				No												S R – ELE011 – F, S R – ELE011 – U	https://storage.googleapis.com/fabmaster/media/images/ELE011.width-450.png – ELE011 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE011.width-450.png – ELE011 – U			
hJCBnd9TjMCkTjHwpzbCb	ELE012	ELE	Turn Timber	3	2		4			R	Elemental, Guardian, Defense Reaction	Earth Fusion				"**Earth Fusion** *(As an additional cost to play Turn Timber, you may reveal an Earth card from your hand.)*

If Turn Timber was **fused**, it gains +2{d}."	The ancient Guardians embody the elements of Aria, drawing upon the land itself.	Elemental Guardian Defense Reaction	Ramza Ardyputra				No												S R – ELE012 – F, S R – ELE012 – U	https://storage.googleapis.com/fabmaster/media/images/ELE012.width-450.png – ELE012 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE012.width-450.png – ELE012 – U			
7PMqRgdk7tJTLbPjBr7kw	ELE013	ELE	Entangle	1	3	7	3			C	Elemental, Guardian, Action, Attack	Earth Fusion				"**Earth Fusion** *(As an additional cost to play Entangle, you may reveal an Earth card from your hand.)*

If Entangle was **fused**, it gains ""If this hits a hero, their first attack during their next turn has -2{p}."""		Elemental Guardian Action – Attack	Vito Vivodka																S R – ELE013 – F, S R – ELE013 – U	https://storage.googleapis.com/fabmaster/media/images/ELE013.width-450.png – ELE013 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE013.width-450.png – ELE013 – U			
ccqbft7Lck8GwLKqGTLFQ	ELE014	ELE	Entangle	2	3	6	3			C	Elemental, Guardian, Action, Attack	Earth Fusion				"**Earth Fusion** *(As an additional cost to play Entangle, you may reveal an Earth card from your hand.)*

If Entangle was **fused**, it gains ""If this hits a hero, their first attack during their next turn has -2{p}."""		Elemental Guardian Action – Attack	Vito Vivodka																S R – ELE014 – F, S R – ELE014 – U	https://storage.googleapis.com/fabmaster/media/images/ELE014.width-450.png – ELE014 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE014.width-450.png – ELE014 – U			
KzBTf98CLkr7WHRBbb86p	OLD021, ELE015	OLD, ELE	Entangle	3	3	5	3			C, C	Elemental, Guardian, Action, Attack	Earth Fusion				"**Earth Fusion** *(As an additional cost to play Entangle, you may reveal an Earth card from your hand.)*

If Entangle was **fused**, it gains ""If this hits a hero, their first attack during their next turn has -2{p}."""		Elemental Guardian Action – Attack	Vito Vivodka																S – OLD021 – N, S R – ELE015 – F, S R – ELE015 – U	https://storage.googleapis.com/fabmaster/media/images/OLD021.width-450.png – OLD021 – N, https://storage.googleapis.com/fabmaster/media/images/ELE015.width-450.png – ELE015 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE015.width-450.png – ELE015 – U			
BKDmz9QnNcWq6nJCTRT9T	OLD008, ELE016	OLD, ELE	Glacial Footsteps	1	6	10	3			C, C	Elemental, Guardian, Action, Attack	Ice Fusion, Dominate				"**Ice Fusion** *(As an additional cost to play Glacial Footsteps, you may reveal an Ice card from your hand.)*

If Glacial Footsteps was **fused**, it gains **dominate.** *(The defending hero can't defend Glacial Footsteps with more than 1 card from their hand.)*"		Elemental Guardian Action – Attack	Reza Afshar																S – OLD008 – N, S R – ELE016 – F, S R – ELE016 – U	https://storage.googleapis.com/fabmaster/media/images/OLD008.width-450.png – OLD008 – N, https://storage.googleapis.com/fabmaster/media/images/ELE016.width-450.png – ELE016 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE016.width-450.png – ELE016 – U			
6trW7kgBT8hqtdjkkRgtP	ELE017	ELE	Glacial Footsteps	2	6	9	3			C	Elemental, Guardian, Action, Attack	Ice Fusion, Dominate				"**Ice Fusion** *(As an additional cost to play Glacial Footsteps, you may reveal an Ice card from your hand.)*

If Glacial Footsteps was **fused**, it gains **dominate.** *(The defending hero can't defend Glacial Footsteps with more than 1 card from their hand.)*"		Elemental Guardian Action – Attack	Reza Afshar																S R – ELE017 – F, S R – ELE017 – U	https://storage.googleapis.com/fabmaster/media/images/ELE017.width-450.png – ELE017 - F, https://storage.googleapis.com/fabmaster/media/images/ELE017.width-450.png – ELE017 – U			
MCBK66NgJgrfCDgp7NFTH	OLD010, ELE018	OLD, ELE	Glacial Footsteps	3	6	8	3			C, C	Elemental, Guardian, Action, Attack	Ice Fusion, Dominate				"**Ice Fusion** *(As an additional cost to play Glacial Footsteps, you may reveal an Ice card from your hand.)*

If Glacial Footsteps was **fused**, it gains **dominate.** *(The defending hero can't defend Glacial Footsteps with more than 1 card from their hand.)*"		Elemental Guardian Action – Attack	Reza Afshar																S – OLD010 – N, S R – ELE018 – F, S R – ELE018 – U	https://storage.googleapis.com/fabmaster/media/images/OLD010.width-450.png – OLD010 – N, https://storage.googleapis.com/fabmaster/media/images/ELE018.width-450.png – ELE018 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE018.width-450.png – ELE018 – U			
TWLL6NgJqKTRCwMW6zCnP	ELE019	ELE	Mulch	1	4	8	3			C	Elemental, Guardian, Action, Attack	Earth Fusion				"**Earth Fusion** *(As an additional cost to play Mulch, you may reveal an Earth card from your hand.)*

If Mulch was **fused**, it gains ""If this hits a hero, put a card from their arsenal on the bottom of their deck."""		Elemental Guardian Action – Attack	Sam Yang																S R – ELE019 – F, S R – ELE019 – U	https://storage.googleapis.com/fabmaster/media/images/ELE019.width-450.png – ELE019 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE019.width-450.png – ELE019 – U			
WwHLFDDRHnjWwj68GfQgq	ELE020	ELE	Mulch	2	4	7	3			C	Elemental, Guardian, Action, Attack	Earth Fusion				"**Earth Fusion** *(As an additional cost to play Mulch, you may reveal an Earth card from your hand.)*

If Mulch was **fused**, it gains ""If this hits a hero, put a card from their arsenal on the bottom of their deck."""		Elemental Guardian Action – Attack	Sam Yang																S R – ELE020 – F, S R – ELE020 – U	https://storage.googleapis.com/fabmaster/media/images/ELE020.width-450.png – ELE020 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE020.width-450.png – ELE020 – U			
NH6QmzdK6zLB9FrcpHBRH	OLD022, ELE021	OLD, ELE	Mulch	3	4	6	3			C, C	Elemental, Guardian, Action, Attack	Earth Fusion				"**Earth Fusion** *(As an additional cost to play Mulch, you may reveal an Earth card from your hand.)*

If Mulch was **fused**, it gains ""If this hits a hero, put a card from their arsenal on the bottom of their deck."""		Elemental Guardian Action – Attack	Sam Yang																S – OLD022 – N, S R – ELE021 – F, S R – ELE021 – U	https://storage.googleapis.com/fabmaster/media/images/OLD022.width-450.png – OLD022 – N, https://storage.googleapis.com/fabmaster/media/images/ELE021.width-450.png – ELE021 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE021.width-450.png – ELE021 – U			
6WQ88r8PPjMmzBHNTpgJn	OLD009, ELE022	OLD, ELE	Snow Under	1	3	7	3			C, C	Elemental, Guardian, Action, Attack	Ice Fusion				"**Ice Fusion** *(As an additional cost to play Snow Under, you may reveal an Ice card from your hand.)*

If Snow Under was **fused**, it gains ""If Snow Under hits a hero, create a Frostbite token under their control."""	He stood, unyielding, as their blood turned to ice.	Elemental Guardian Action – Attack	Arif Wijaya																S – OLD009 – N, S R – ELE022 – F, S R – ELE022 – U	https://storage.googleapis.com/fabmaster/media/images/OLD009.width-450.png – OLD009 – N, https://storage.googleapis.com/fabmaster/media/images/ELE022.width-450.png – ELE022 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE022.width-450.png – ELE022 – U			
TkjjJhH7HL7K6P9DLdbtm	ELE023	ELE	Snow Under	2	3	6	3			C	Elemental, Guardian, Action, Attack	Ice Fusion				"**Ice Fusion** *(As an additional cost to play Snow Under, you may reveal an Ice card from your hand.)*

If Snow Under was **fused**, it gains ""If Snow Under hits a hero, create a Frostbite token under their control."""	He stood, unyielding, as their blood turned to ice.	Elemental Guardian Action – Attack	Arif Wijaya																S R – ELE023 – F, S R – ELE023 – U	https://storage.googleapis.com/fabmaster/media/images/ELE023.width-450.png – ELE023 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE023.width-450.png – ELE023 – U			
96q9Pk9JfcQHk7RQPQLqr	OLD011, ELE024	OLD, ELE	Snow Under	3	3	5	3			C, C	Elemental, Guardian, Action, Attack	Ice Fusion				"**Ice Fusion** *(As an additional cost to play Snow Under, you may reveal an Ice card from your hand.)*

If Snow Under was **fused**, it gains ""If Snow Under hits a hero, create a Frostbite token under their control."""	He stood, unyielding, as their blood turned to ice.	Elemental Guardian Action – Attack	Arif Wijaya																S – OLD011 – N, S R – ELE024 – F, S R – ELE024 – U	https://storage.googleapis.com/fabmaster/media/images/OLD011.width-450.png – OLD011 – N, https://storage.googleapis.com/fabmaster/media/images/ELE024.width-450.png – ELE024 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE024.width-450.png – ELE024 – U			
rBkWkRpkkhrRLFPfjbwcz	ELE025	ELE	Emerging Avalanche	1	2		3			C	Elemental, Guardian, Action, Aura	Ice Fusion, Go again				"**Ice Fusion** *(As an additional cost to play Emerging Avalanche, you may reveal an Ice card from your hand.)*

**Go again**

When Emerging Avalanche enters the arena, if it was **fused**, create a Frostbite token under target hero control.

At the beginning of your action phase, destroy Emerging Avalanche then the next attack action card you play this turn gains +3{p}."		Elemental Guardian Action – Aura	Reza Afshar																S R – ELE025 – F, S R – ELE025 – U	https://storage.googleapis.com/fabmaster/media/images/ELE025.width-450.png – ELE025 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE025.width-450.png – ELE025 – U			
cRdKGDLQQTpqrwWMNjJbR	ELE026	ELE	Emerging Avalanche	2	2		3			C	Elemental, Guardian, Action, Aura	Ice Fusion, Go again				"**Ice Fusion** *(As an additional cost to play Emerging Avalanche, you may reveal an Ice card from your hand.)*

**Go again**

When Emerging Avalanche enters the arena, if it was **fused**, create a Frostbite token under target hero control.

At the beginning of your action phase, destroy Emerging Avalanche then the next attack action card you play this turn gains +3{p}."		Elemental Guardian Action – Aura	Reza Afshar																S R – ELE026 – F, S R – ELE026 – U	https://storage.googleapis.com/fabmaster/media/images/ELE026.width-450.png – ELE026 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE026.width-450.png – ELE026 – U			
TPNLPpCCRdqj86mMMbzwr	ELE027	ELE	Emerging Avalanche	3	2		3			C	Elemental, Guardian, Action, Aura	Ice Fusion, Go again				"**Ice Fusion** *(As an additional cost to play Emerging Avalanche, you may reveal an Ice card from your hand.)*

**Go again**

When Emerging Avalanche enters the arena, if it was **fused**, create a Frostbite token under target hero control.

At the beginning of your action phase, destroy Emerging Avalanche then the next attack action card you play this turn gains +3{p}."		Elemental Guardian Action – Aura	Reza Afshar																S R – ELE027 – F, S R – ELE027 – U	https://storage.googleapis.com/fabmaster/media/images/ELE027.width-450.png – ELE027 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE027.width-450.png – ELE027 – U			
